Stim,Key,Ctx_Color,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,Pre_Trial_Circle_Frame.started,Pre_Trial_Circle_Frame.stopped,Pre_Trial_HandShape.started,Pre_Trial_HandShape.stopped,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Symbol,Ctx,Color,Stim_Num,Key_Num,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Actual_Press,RT,Correct,Session,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,Post_Trial_HandShape.started,Post_Trial_HandShape.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.983134899986908,None,21.983134899986908,None,22.106993699911982,None,22.106993699911982,None,22.106993699911982,None,22.82746489997953,None,u,1,1.3144987999694422,22.106993699911982,None,23.45927250001114,None,23.45927250001114,None,23.45927250001114,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,7,1,1,0.5619755792851285,u,1.3144987999694422,1,1,23.766288599930704,None,23.766288599930704,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.880836799973622,None,23.880836799973622,None,24.0011000999948,None,24.0011000999948,None,24.0011000999948,None,24.27750709990505,None,u,1,1.28452660003677,24.0011000999948,None,25.3323561999714,None,25.3323561999714,None,25.3323561999714,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,8,1,1,1.0005569449085834,u,1.28452660003677,1,1,25.649600900011137,None,25.649600900011137,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.765930199995637,None,25.765930199995637,None,25.883962799911387,None,25.883962799911387,None,25.883962799911387,None,26.227795199956745,None,h,1,1.249501399928704,25.883962799911387,None,27.17216209997423,None,27.17216209997423,None,27.17216209997423,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,9,1,1,0.9600179042766468,h,1.249501399928704,1,1,27.483077500015497,None,27.483077500015497,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60058919992298,None,27.60058919992298,None,27.717493999982253,None,27.717493999982253,None,27.717493999982253,None,28.21078719990328,None,u,1,1.3606370000634342,27.717493999982253,None,29.104032899951562,None,29.104032899951562,None,29.104032899951562,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,10,1,1,0.8022412691251326,u,1.3606370000634342,1,1,29.430126199964434,None,29.430126199964434,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.548450300004333,None,29.548450300004333,None,29.67251770000439,None,29.67251770000439,None,29.67251770000439,None,30.061181399971247,None,h,1,1.2611623000120744,29.67251770000439,None,30.96928769990336,None,30.96928769990336,None,30.96928769990336,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,11,1,1,0.8937361766512493,h,1.2611623000120744,1,1,31.285139399929903,None,31.285139399929903,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.39970780001022,None,31.39970780001022,None,31.519190199906006,None,31.519190199906006,None,31.519190199906006,None,31.710812599980272,None,u,1,1.1982159999897704,31.519190199906006,None,32.760444100014865,None,32.760444100014865,None,32.760444100014865,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,12,1,1,1.0920967344185195,u,1.1982159999897704,1,1,33.06916829990223,None,33.06916829990223,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.19040610000957,None,33.19040610000957,None,33.32022919994779,None,33.32022919994779,None,33.32022919994779,None,34.24401709996164,None,u,1,1.253138400032185,33.32022919994779,None,34.608740699943155,None,34.608740699943155,None,34.608740699943155,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,13,1,1,0.3834194681340929,u,1.253138400032185,1,1,34.91686279990245,None,34.91686279990245,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.03240579995327,None,35.03240579995327,None,35.15017879998777,None,35.15017879998777,None,35.15017879998777,None,35.76098879997153,None,h,1,1.263207699987106,35.15017879998777,None,36.45294250000734,None,36.45294250000734,None,36.45294250000734,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,14,1,1,0.6848284179338584,h,1.263207699987106,1,1,36.76649299997371,None,36.76649299997371,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.887220899923705,None,36.887220899923705,None,36.99933779996354,None,36.99933779996354,None,36.99933779996354,None,37.54432609991636,None,h,1,1.2387954000150785,36.99933779996354,None,38.276694100000896,None,38.276694100000896,None,38.276694100000896,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,15,1,1,0.7507117906207386,h,1.2387954000150785,1,1,38.58692609996069,None,38.58692609996069,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.70754410000518,None,38.70754410000518,None,38.82053309993353,None,38.82053309993353,None,38.82053309993353,None,39.87771269993391,None,h,1,1.2571099000051618,38.82053309993353,None,40.10536919999868,None,40.10536919999868,None,40.10536919999868,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,16,1,1,0.22278503281422313,h,1.2571099000051618,1,1,40.41632519999985,None,40.41632519999985,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.533102899906226,None,40.533102899906226,None,40.65218609990552,None,40.65218609990552,None,40.65218609990552,None,41.91105549992062,None,h,0,1.3534357999451458,40.65218609990552,None,42.070558300009,None,42.070558300009,None,42.070558300009,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,17,1,1,0.020444526554083575,h,1.3534357999451458,0,1,42.38245649996679,None,42.38245649996679,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.514783399994485,None,42.514783399994485,None,42.64142949995585,None,42.64142949995585,None,42.64142949995585,None,42.86226729990449,None,u,1,1.3002042999723926,42.64142949995585,None,43.970288199954666,None,43.970288199954666,None,43.970288199954666,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,18,1,1,1.0767415090315855,u,1.3002042999723926,1,1,44.28248239995446,None,44.28248239995446,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.403470899909735,None,44.403470899909735,None,44.53433709999081,None,44.53433709999081,None,44.53433709999081,None,45.02799370000139,None,h,1,1.2472519000293687,44.53433709999081,None,45.82309439999517,None,45.82309439999517,None,45.82309439999517,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,19,1,1,0.8035173378442036,h,1.2472519000293687,1,1,46.134007999906316,None,46.134007999906316,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.25569679995533,None,46.25569679995533,None,46.37214230000973,None,46.37214230000973,None,46.37214230000973,None,None,None,h,0,1.2334633999271318,46.37214230000973,None,47.64223919995129,None,47.64223919995129,None,47.64223919995129,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,20,1,1,0.017294886253469866,h,1.2334633999271318,0,1,47.947999299969524,None,47.947999299969524,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.059097399935126,None,48.059097399935126,None,48.17239379999228,None,48.17239379999228,None,48.17239379999228,None,48.311159499920905,None,h,1,1.2091234000399709,48.17239379999228,None,49.424705599900335,None,49.424705599900335,None,49.424705599900335,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,21,1,1,1.1439150712019388,h,1.2091234000399709,1,1,49.73729939991608,None,49.73729939991608,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.849203099962324,None,49.849203099962324,None,49.96995269996114,None,49.96995269996114,None,49.96995269996114,None,50.27791419997811,None,u,1,1.227602900005877,49.96995269996114,None,51.23961509997025,None,51.23961509997025,None,51.23961509997025,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,22,1,1,0.9739007948125676,u,1.227602900005877,1,1,51.55203329992946,None,51.55203329992946,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66736059996765,None,51.66736059996765,None,51.78384669998195,None,51.78384669998195,None,51.78384669998195,None,52.061591299949214,None,u,1,1.1816977000562474,51.78384669998195,None,53.00581819994841,None,53.00581819994841,None,53.00581819994841,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,23,1,1,1.0212581875438582,u,1.1816977000562474,1,1,53.31704939994961,None,53.31704939994961,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.441433299914934,None,53.441433299914934,None,53.56393289996777,None,53.56393289996777,None,53.56393289996777,None,54.51094519998878,None,h,1,1.21012319996953,53.56393289996777,None,54.816067799925804,None,54.816067799925804,None,54.816067799925804,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,24,1,1,0.3424273944722027,h,1.21012319996953,1,1,55.13973799999803,None,55.13973799999803,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.250013199984096,None,55.250013199984096,None,55.37481429998297,None,55.37481429998297,None,55.37481429998297,None,56.644719169917515,None,h,0,1.2387802000157535,55.37481429998297,None,56.65709569992032,None,56.65709569992032,None,56.65709569992032,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,25,1,1,0.016922246660600493,h,1.2387802000157535,0,1,56.96757999993861,None,56.96757999993861,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.08316559996456,None,57.08316559996456,None,57.200482399901375,None,57.200482399901375,None,57.200482399901375,None,57.59494310000446,None,u,1,1.22905449999962,57.200482399901375,None,58.47001920000184,None,58.47001920000184,None,58.47001920000184,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,26,1,1,0.9103518580180121,u,1.22905449999962,1,1,58.79331330000423,None,58.79331330000423,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.915095899952576,None,58.915095899952576,None,59.03412879991811,None,59.03412879991811,None,59.03412879991811,None,59.22783330001403,None,h,1,1.259506699978374,59.03412879991811,None,60.323228499968536,None,60.323228499968536,None,60.323228499968536,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,27,1,1,1.1032352020013287,h,1.259506699978374,1,1,60.633497299975716,None,60.633497299975716,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.748328599962406,None,60.748328599962406,None,60.8682562999893,None,60.8682562999893,None,60.8682562999893,None,61.4779991999967,None,h,1,1.2265619999961928,60.8682562999893,None,62.12512809992768,None,62.12512809992768,None,62.12512809992768,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,28,1,1,0.6903844346499105,h,1.2265619999961928,1,1,62.43512199993711,None,62.43512199993711,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.55200669995975,None,62.55200669995975,None,62.669524399912916,None,62.669524399912916,None,62.669524399912916,None,63.56154419993982,None,h,1,1.2164539999794215,62.669524399912916,None,63.91907499998342,None,63.91907499998342,None,63.91907499998342,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,29,1,1,0.3910815813326801,h,1.2164539999794215,1,1,64.23749619990122,None,64.23749619990122,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35021989990491,None,64.35021989990491,None,64.46786470001098,None,64.46786470001098,None,64.46786470001098,None,64.62791199993808,None,u,1,1.2345149000175297,64.46786470001098,None,65.74681059992872,None,65.74681059992872,None,65.74681059992872,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,30,1,1,1.1452110531369555,u,1.2345149000175297,1,1,66.06836489995476,None,66.06836489995476,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18332209996879,None,66.18332209996879,None,66.30079879995901,None,66.30079879995901,None,66.30079879995901,None,66.91145079990383,None,u,1,1.2487289999844506,66.30079879995901,None,67.58808679995127,None,67.58808679995127,None,67.58808679995127,None,1,0,"[99, 99, 99]",1,1,Hand,u,TR,0,0,31,1,1,0.6879411026333178,u,1.2487289999844506,1,1,67.89848480001092,None,67.89848480001092,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.02413509995677,None,68.02413509995677,None,68.13388909993228,None,68.13388909993228,None,68.13388909993228,None,68.24504339997657,None,h,1,1.239717699936591,68.13388909993228,None,69.40298129990697,None,69.40298129990697,None,69.40298129990697,None,0,0,"[99, 99, 99]",0,0,Hand,h,TR,0,0,32,1,1,1.192313210934612,h,1.239717699936591,1,1,69.71769510000013,None,69.71769510000013,None,1,1,2020_Dec_29_2251,Context_Learning_Pilot,2020.1.3,60.227902379124025,
